rank,team_id,team,,tier,hltv_id,slug
9999,18766,midnightmonsters,,5,,
9999,18773,nexon-uk,,5,,
9999,18782,riv4lz,,5,,
9999,18801,instigate-gaming,,5,,
9999,18813,impact-esports-team,,5,11917,nip-impact
9999,18817,forjustice,,5,,
9999,18818,implode-esports,,5,,
9999,18839,carlquoxx,,5,,
9999,18844,the-dark-knights,,5,,
9999,18846,frontsight,,5,,
9999,18847,pacificwara,,5,,
9999,18860,team-subliminal,,5,,
9999,18881,tecno-fx,,5,,
9999,18906,exception-red,,5,,
9999,18907,exsident,,5,,
9999,18916,fackboi-nation,,5,,
9999,18970,pearl-fountain,,5,,
9999,19002,synergyesports-com,,5,,
9999,19014,winfinitum,,5,,
9999,19017,leavethegame,,5,,
9999,19031,ecnereffid,,5,,
9999,19050,solar-eclipse,,5,,
9999,19055,lempeng,,5,,
9999,19057,five-mice-in-gaming,,5,,
9999,19084,obey-supremacy,,5,,
9999,19139,der-weisse-schatten,,5,,
9999,19156,napalm-esports,,5,,
9999,19289,onlythesegg-s,,5,,
9999,19407,concept,,5,,
9999,19408,wildfern-yellow,,5,,
9999,19421,huskiies-esports,,5,,
9999,19442,awesome-gamers,,5,,
9999,19522,pegasus-esports,,5,,
9999,19561,akihi-zeta,,5,,
9999,19683,wacky-esports-club,,5,,
9999,19709,trash,,5,,
9999,19711,team-folsom,,5,,
9999,19712,extraterritoriality-s-team,,5,,
9999,19720,sure-shot,,5,,
9999,19721,chos,,5,,
9999,19738,ex-dignitas,,5,,
9999,19740,next-gaming,,5,,
9999,19768,kinght-csgo,,5,,
9999,19771,jimmy,,5,,
9999,19776,gravem-gamers,,5,,
9999,19777,psikoesport,,5,,
9999,19779,anal-hunters,,5,,
9999,19780,anal-hunters,,5,,
9999,19786,blacklist,,5,,
9999,19837,ssdsss,,5,,
9999,19840,xtrazone,,5,,
9999,19851,dpn,,5,,
9999,19855,red-fox,,5,,
9999,19866,the-rise-gaming,,5,,
9999,19883,strongaming,,5,,
9999,20030,grapes-team,,5,,
9999,20120,ninjaguys,,5,,
9999,20122,spiritsofviking,,5,,
9999,20129,regrade,,5,,
9999,20168,test-csgo-gg,,5,,
9999,20224,exact-esport,,5,,
9999,20247,team-blooders,,5,,
9999,20315,cafetar,,5,,
9999,20318,kenateam,,5,,
9999,20330,pentagon-esports,,5,,
9999,20342,eaters-esport,,5,,
9999,20348,anti-konti,,5,,
9999,20384,fadecai,,5,,
9999,20439,recamp,,5,,
9999,20493,wetwipes-pro,,5,,
9999,20499,evogamers,,5,,
9999,20510,resurgence,,5,,
9999,20514,envision-esports,,5,,
9999,20520,litewarriorz,,5,,
9999,20529,deus-inferos,,5,,
9999,20539,keith-boys,,5,,
9999,20644,redtech,,5,,
9999,20652,1337h4x0r5,,5,,
9999,20666,revolutiongaming,,5,,
9999,20668,the-lowlanders,,5,,
9999,20676,forsaken-es,,5,,
9999,20689,wolves-of-despair,,5,,
9999,20718,gessy,,5,,
9999,20724,team-streetunit,,5,,
9999,20735,korruptio,,5,,
9999,20745,kio-gg,,5,,
9999,20749,icyflarez,,5,,
9999,20752,team-skoyb,,5,,
9999,20762,space-academy,,5,,
9999,20778,team-red-sox,,5,,
9999,20844,corrupt-paladins,,5,,
9999,20899,brutus,,5,,
9999,20903,aztai,,5,,
9999,20911,goatsup,,5,,
9999,20972,focus2win,,5,,
9999,21004,kolovrat,,5,,
9999,21013,lifelike-gaming,,5,,
9999,21049,astralisfans,,5,,
9999,21066,team-kaos-gaming,,5,,
9999,21070,ehome-female,,5,,
9999,21109,skull-esports,,5,,
9999,21130,amnesty-no,,5,,
9999,21185,the-tryants,,5,,
9999,21199,vision,,5,,
9999,21210,dr-satan,,5,,
9999,21223,tazsquad,,5,,
9999,21224,pazelloxu,,5,,
9999,21242,diverzantski-odred,,5,,
9999,21250,lolu2,,5,,
9999,21281,aurora-esport,,5,,
9999,21316,wr3,,5,,
9999,21327,redstorm-gaming,,5,,
9999,21354,exige-gaming,,5,,
9999,21404,egyptian,,5,,
9999,21427,dirsupterino,,5,,
9999,21435,gizmouzi,,5,,
9999,21451,lycans-gaming,,5,,
9999,21458,team-upr,,5,,
9999,21470,rar3,,5,,
9999,21497,arda-basgan,,5,,
9999,21500,getaway-esports,,5,,
9999,21502,no-head-dragon,,5,,
9999,21525,screaming-eagles,,5,,
9999,21585,the-team-loyalty,,5,,
9999,21589,asgardian,,5,,
9999,21590,animosity,,5,,
9999,21678,sons-of-norway,,5,,
9999,21704,rtya-esport,,5,,
9999,21706,voltiac,,5,,
9999,21749,valence-gaming,,5,,
9999,21854,war,,5,,
9999,21870,ghost-shore,,5,,
9999,21871,g2,,5,,
9999,21912,12cm,,5,,
9999,21913,e-sportskolan,,5,,
9999,21914,glywni,,5,,
9999,21915,planet-odd,,5,,
9999,21922,czech-rudged-unbeatable-team,,5,,
9999,21923,nordic-gaming,,5,,
9999,21925,labbedans-vika,,5,,
9999,21927,flipsid3-tactics-academy,,5,,
9999,21970,ss-bandit,,5,,
9999,21978,random-dudes,,5,,
9999,21999,naturals,,5,,
9999,22010,noztalgic,,5,,
9999,22031,ameronce,,5,,
9999,22085,e-blue-angels,,5,,
9999,22240,patryk,,5,,
9999,22251,ratsxev,,5,,
9999,22252,vega,,5,,
9999,22253,enbrace,,5,,
9999,22255,adrenaline,,5,,
9999,22257,kovcheg,,5,,
9999,22263,the-one-for-all,,5,,
9999,22266,cs-go-brasil,,5,,
9999,22274,team-gimix,,5,,
9999,22296,fulguresport-blue,,5,,
9999,22297,road-runners,,5,,
9999,22385,twogether-gaming,,5,,
9999,22396,praims-cz-sk,,5,,
9999,22400,black-mesa-tactics,,5,,
9999,22420,elitegame,,5,,
9999,22483,fusion-tigers,,5,,
9999,22493,latvian-quad,,5,,
9999,22501,enthuse-2k17,,5,,
9999,22524,clymene,,5,,
9999,22541,energy-heat,,5,,
9999,22562,cis-rejects,,5,,
9999,22563,newteam123123,,5,,
9999,22564,scaryfacez,,5,,
9999,22565,team-innova,,5,,
9999,22566,big-gods,,5,,
9999,22578,old-school,,5,,
9999,22604,i-n-f-i-n-i-t-y-esports,,5,,
9999,22612,ak47,,5,,
9999,22649,house-of-tongues,,5,,
9999,22720,cztery,,5,,
9999,22723,a-team,,5,,
9999,22730,opus-esports,,5,,
9999,22740,bridge,,5,,
9999,22763,antebellum,,5,,
9999,22769,fly-guy-entertainment,,5,,
9999,22770,pnda-gaming,,5,,
9999,22775,team-enter,,5,,
9999,22776,xoxo,,5,,
9999,22834,csgoweb-ru,,5,,
9999,22884,outcast-no,,5,,
9999,22895,xethia,,5,,
9999,22906,fortic-gaming,,5,,
9999,22944,reakt,,5,,
9999,22953,crossgamer-e-sports,,5,,
9999,22988,er,,5,,
9999,23048,turbox,,5,,
9999,23096,aie-gaming,,5,,
9999,23097,pam-esports,,5,,
9999,23098,bynie-p-gowskiego,,5,,
9999,23099,pompa-team-yellow,,5,,
9999,23113,ulfhednar,,5,,
9999,23148,vindict-esport,,5,,
9999,23160,cubecode,,5,,
9999,23227,bp-zazzle,,5,,
9999,23256,freeibp,,5,,
9999,23265,enigma-esports,,5,,
9999,23268,me-yom-araka,,5,,
9999,23277,tech-titans,,5,,
9999,23282,real-street-gamers,,5,,
9999,23283,echo-mix,,5,,
9999,23290,roca-s-complexity,,5,,
9999,23292,fragworks,,5,,
9999,23299,wicked-mm,,5,,
9999,23300,last-minute-plungers,,5,,
9999,23305,the-knives-five,,5,,
9999,23306,the-zloty-king-and-pals,,5,,
9999,23308,xlo,,5,,
9999,23406,diamond,,5,,
9999,23433,cs00,,5,,
9999,23434,bulldozer,,5,,
9999,23435,team-yetti,,5,,
9999,23436,green-crosshair,,5,,
9999,23438,project-polygon,,5,,
9999,23439,team-entry-korea,,5,,
9999,23442,derank-machine,,5,,
9999,23444,wargods,,5,,
9999,23448,superteam,,5,,
9999,23450,zaku-gaming,,5,,
9999,23494,elixir,,5,,
9999,23497,innocent,,5,,
9999,23504,kolding,,5,,
9999,23553,foxtail,,5,,
9999,23557,devils-domain,,5,,
9999,23579,dynamo-gaming,,5,,
9999,23584,hava,,5,,
9999,23585,in-your-head,,5,,
9999,23586,sylense,,5,,
9999,23587,team-wtf,,5,,
9999,23588,the-hammer,,5,,
9999,23595,imperium-gamers,,5,,
9999,23596,krakow,,5,,
9999,23597,umad,,5,,
9999,23598,team-sunny,,5,,
9999,23599,team-allu,,5,,
9999,23600,team-twista,,5,,
9999,23601,team-aslak,,5,,
9999,23604,gosu,,5,,
9999,23611,inspire-esports,,5,,
9999,23612,team-crg,,5,,
9999,23613,eternity-gaming,,5,,
9999,23614,team-alternate,,5,,
9999,23615,at-gaming,,5,,
9999,23616,kowabunga,,5,,
9999,23617,dox-serv-com,,5,,
9999,23620,z-dragons,,5,,
9999,23621,mayam-gaming,,5,,
9999,23623,cunt-destroyerz,,5,,
9999,23624,wrtt,,5,,
9999,23625,evokate,,5,,
9999,23626,masters0fownage,,5,,
9999,23627,mistral-e2g,,5,,
9999,23628,nothingbutgaming,,5,,
9999,23630,slow-motion,,5,,
9999,23631,crucial-connexion,,5,,
9999,23632,roca3,,5,,
9999,23635,we-ride-camels,,5,,
9999,23636,b-s3x,,5,,
9999,23638,csb,,5,,
9999,23639,gameruniversity,,5,,
9999,23643,double-penetration,,5,,
9999,23644,beast-4,,5,,
9999,23645,from-roihuvuori-h00ds,,5,,
9999,23646,partyastronauts,,5,,
9999,23647,team-infame,,5,,
9999,23649,fish-l33t,,5,,
9999,23650,brussels-guardians,,5,,
9999,23652,queen-consolidated,,5,,
9999,23653,inet-gamer,,5,,
9999,23654,gamoniac-mix,,5,,
9999,23655,xplayers,,5,,
9999,23656,hms,,5,,
9999,23657,trademark-esports,,5,,
9999,23658,pony-mix,,5,,
9999,23659,mymdl-net,,5,,
9999,23660,nerds-gone-wild,,5,,
9999,23661,hyperx-fr34kshow,,5,,
9999,23664,wild-coolermaster,,5,,
9999,23665,remake-esports,,5,,
9999,23680,qlimax-crew,,5,,
9999,23681,at-gaming,,5,,
9999,23683,el-coupero-del-couranto,,5,,
9999,23684,internet,,5,,
9999,23686,team-mistral,,5,,
9999,23687,sports,,5,,
9999,23703,crave-gaming,,5,,
9999,23704,internetz,,5,,
9999,23707,dexterity-team,,5,,
9999,23708,eternal-conflict,,5,,
9999,23710,fairplay,,5,,
9999,23712,sharkconfig,,5,,
9999,23713,golly,,5,,
9999,23714,you-hate-to-see-it,,5,,
9999,23715,leetgamerz,,5,,
9999,23716,the-panthers,,5,,
9999,23717,dot-sefi,,5,,
9999,23718,wild-play-ev,,5,,
9999,23719,manajuma,,5,,
9999,23720,the-gifted-minds,,5,,
9999,23721,dsm-gang,,5,,
9999,23723,cursed-gaming-team,,5,,
9999,23724,interstellar-marines,,5,,
9999,23725,warlegend,,5,,
9999,23746,stfunerd,,5,,
9999,23747,knockoutstars,,5,,
9999,23748,hard-2-believe,,5,,
9999,23749,inzein,,5,,
9999,23750,ultra-h,,5,,
9999,23752,team-hcbs,,5,,
9999,23753,dcypher-esports,,5,,
9999,23754,urge,,5,,
9999,23755,the-exiles,,5,,
9999,23756,ayy-lmao0,,5,,
9999,23757,ez,,5,,
9999,23759,gpr-brunei,,5,,
9999,23760,sys-gaming,,5,,
9999,23762,kraftlaget,,5,,
9999,23763,austrias-finest,,5,,
9999,23764,stahlwerk,,5,,
9999,23767,bbomm,,5,,
9999,23768,all-da-skinz,,5,,
9999,23769,london-lynx,,5,,
9999,23770,rasta-gaming,,5,,
9999,23771,uk-topnerd,,5,,
9999,23773,chanteurs,,5,,
9999,23774,soubtop,,5,,
9999,23775,the100,,5,,
9999,23776,xfunction,,5,,
9999,23780,a-tu-paraudi,,5,,
9999,23781,zoooo,,5,,
9999,23782,clive,,5,,
9999,23783,pointofview,,5,,
9999,23784,gametoo-com,,5,,
9999,23785,faux,,5,,
9999,23786,tzunami,,5,,
9999,23787,justjuice,,5,,
9999,23788,jas,,5,,
9999,23791,who-am-i,,5,,
9999,23793,webone,,5,,
9999,23794,team-dejavue,,5,,
9999,23795,gamehoppers,,5,,
9999,23797,klanowa-nazwa-robocza,,5,,
9999,23799,fm-esports-toxic,,5,,
9999,23800,tlr,,5,,
9999,23801,hltv-staff,,5,,
9999,23802,ninjas-in-pyjamas-staff,,5,,
9999,23803,natus-vincere-staff,,5,,
9999,23804,sltv-selectah-staff,,5,,
9999,23805,game-show-staff,,5,,
9999,23806,fragbite-se-staff,,5,,
9999,23807,1game-ua-staff,,5,,
9999,23808,sltv-squad-staff,,5,,
9999,23809,myxmg-staff,,5,,
9999,23810,noobtubers,,5,,
9999,23812,ensox,,5,,
9999,23813,c4u,,5,,
9999,23814,mistral-tt,,5,,
9999,23815,freakz,,5,,
9999,23816,rocketmen,,5,,
9999,23818,imposing-gaming,,5,,
9999,23819,alcohol-bitches,,5,,
9999,23820,ministry,,5,,
9999,23821,ethnic-radicals,,5,,
9999,23822,iwt,,5,,
9999,23823,opal-fruits,,5,,
9999,23824,ninja-turtles,,5,,
9999,23825,u-s-creteil,,5,,
9999,23826,vikings,,5,,
9999,23828,pchire-net,,5,,
9999,23829,pokerface,,5,,
9999,23830,4v1p,,5,,
9999,23831,gnet,,5,,
9999,23838,katrina-fr,,5,,
9999,23857,warmaker,,5,,
9999,23862,3r2l,,5,,
9999,23865,flawless-sa,,5,,
9999,23867,meet-your-finisher,,5,,
9999,23871,exire-esports,,5,,
9999,23872,bulletsrage-pro,,5,,
9999,23886,blb,,5,,
9999,23909,play2win-llagostera,,5,,
9999,23910,xpresiv-e-club,,5,,
9999,23914,e2g,,5,,
9999,23915,devil-batz,,5,,
9999,23916,finsh-finsh,,5,,
9999,23917,el1tegam3rs1337,,5,,
9999,23918,nameless,,5,,
9999,23919,bosshaft,,5,,
9999,23920,iyh,,5,,
9999,23921,redsky,,5,,
9999,23922,redzone,,5,,
9999,23923,crusaders,,5,,
9999,23928,degenerades,,5,,
9999,23929,dtektion,,5,,
9999,23930,perfectionvore,,5,,
9999,23931,peonyghost,,5,,
9999,23941,area51-csgo,,5,,
9999,23942,rhythm,,5,,
9999,23950,overgame-esports,,5,,
9999,23951,baskonia-atlantis,,5,,
9999,23953,wrush,,5,,
9999,23954,l9linternet,,5,,
9999,23956,team-project-evolution,,5,,
9999,23966,ema,,5,,
9999,23967,quency-stark,,5,,
9999,23968,ng-store,,5,,
9999,23969,los-mexicanos,,5,,
9999,23970,team-biceps,,5,,
9999,23971,chupa,,5,,
9999,23973,sharkbait,,5,,
9999,23980,nextgaming,,5,,
9999,23981,tes,,5,,
9999,23982,easy-fix,,5,,
9999,23983,dibized,,5,,
9999,23984,los-pollos-hermanos,,5,,
9999,23985,relapse,,5,,
9999,23986,soldiers-of-fortune,,5,,
9999,23987,team-optimum,,5,,
9999,23988,yee,,5,,
9999,23993,esportteam11,,5,,
9999,23995,banana,,5,,
9999,23996,tgod,,5,,
9999,23997,f3,,5,,
9999,23999,hard-n-play,,5,,
9999,24000,dhouse,,5,,
9999,24001,igamerz,,5,,
9999,24002,teamcrg-uk,,5,,
9999,24003,tlm,,5,,
9999,24005,blobfish,,5,,
9999,24006,brainstorm,,5,,
9999,24007,altitude-gaming,,5,,
9999,24008,team-paria,,5,,
9999,24009,impressive-gaming-e-v,,5,,
9999,24010,langes-laerlinge,,5,,
9999,24012,alos,,5,,
9999,24014,questionable,,5,,
9999,24015,wgaming-xpresive,,5,,
9999,24017,ngu-lv,,5,,
9999,24020,just-deal-with-it,,5,,
9999,24022,ngomg,,5,,
9999,24023,rebel,,5,,
9999,24024,ghost-division,,5,,
9999,24025,krasivyi,,5,,
9999,24026,benny-benassi,,5,,
9999,24027,onlinerol,,5,,
9999,24029,sepel,,5,,
9999,24031,i-don-t-care,,5,,
9999,24032,curse-these-metal-hands,,5,,
9999,24035,trademarc-gaming,,5,,
9999,24037,mission-in-stealth,,5,,
9999,24038,ufrag-gaming,,5,,
9999,24039,seraphic-nexus,,5,,
9999,24040,twisted-warriors,,5,,
9999,24044,finish-finish,,5,,
9999,24046,hikics,,5,,
9999,24047,5cons,,5,,
9999,24048,kamikaze-buccaneers,,5,,
9999,24049,sitecs-net,,5,,
9999,24051,instituto-universitario-da-maia,,5,,
9999,24052,ramboia-net,,5,,
9999,24053,monads,,5,,
9999,24054,cyborg-factory,,5,,
9999,24055,aviato,,5,,
9999,24056,529-gaming,,5,,
9999,24057,exultance,,5,,
9999,24058,madcorps,,5,,
9999,24059,salad,,5,,
9999,24060,do-it,,5,,
9999,24061,cevo-client-boys,,5,,
9999,24062,insolent,,5,,
9999,24063,street-hoops-cs,,5,,
9999,24064,frocskol-k,,5,,
9999,24065,damn-we-are-good,,5,,
9999,24066,a5-to-premiere-please,,5,,
9999,24068,boreal-connexion,,5,,
9999,24069,780-yeg-bros,,5,,
9999,24070,viavallin,,5,,
9999,24071,elite-players,,5,,
9999,24072,friction,,5,,
9999,24074,elephant-esports,,5,,
9999,24075,nbdale,,5,,
9999,24076,team-decerto,,5,,
9999,24078,ctuc,,5,,
9999,24079,tiltsquad,,5,,
9999,24080,seelachs,,5,,
9999,24081,waytoomany,,5,,
9999,24083,gameking,,5,,
9999,24084,south-korea,,5,,
9999,24085,team-equinox,,5,,
9999,24086,xpra-gaming,,5,,
9999,24087,frenetic-array,,5,,
9999,24088,hypegaming,,5,,
9999,24089,sentinel-ec,,5,,
9999,24091,teamcrashers,,5,,
9999,24092,mk3,,5,,
9999,24093,omahastylee,,5,,
9999,24094,mercenarios,,5,,
9999,24095,myrevenge-chile,,5,,
9999,24097,warning-team,,5,,
9999,24098,ragerplusone,,5,,
9999,24100,underfrog,,5,,
9999,24101,cadiem-esports-club,,5,,
9999,24102,5peaks,,5,,
9999,24103,norecoil,,5,,
9999,24105,2sexeh,,5,,
9999,24106,wsystem,,5,,
9999,24107,mia-malkova,,5,,
9999,24108,blackbelts,,5,,
9999,24114,mix-kappa,,5,,
9999,24116,team-vulcan,,5,,
9999,24117,all-stars-us,,5,,
9999,24118,pt3eu,,5,,
9999,24119,circuz,,5,,
9999,24120,isg-d-s,,5,,
9999,24121,whysoserious-csgo,,5,,
9999,24122,pubscrubz,,5,,
9999,24126,tsg-esports,,5,,
9999,24127,aversion-club,,5,,
9999,24128,cerberus-e-sports-club,,5,,
9999,24129,wildskill-gaming,,5,,
9999,24131,manuplay,,5,,
9999,24132,pension,,5,,
9999,24133,farce,,5,,
9999,24134,keittokeijot,,5,,
9999,24136,tien-len-elektroniske,,5,,
9999,24137,showoff,,5,,
9999,24141,ucsm,,5,,
9999,24142,esportsufa,,5,,
9999,24143,nneka,,5,,
9999,24145,team-8,,5,,
9999,24147,dickhouse,,5,,
9999,24148,ozyria,,5,,
9999,24149,gamersleague,,5,,
9999,24150,wcyd,,5,,
9999,24151,deadly-express,,5,,
9999,24152,ninja-warriors,,5,,
9999,24153,true-ambition,,5,,
9999,24155,findictus,,5,,
9999,24157,topshit,,5,,
9999,24158,team-nextgen,,5,,
9999,24159,solution-gaming,,5,,
9999,24160,panthers-black,,5,,
9999,24163,kommandou,,5,,
9999,24166,hanoi-vortex,,5,,
9999,24167,generation-of-miracles,,5,,
9999,24168,evolocity,,5,,
9999,24169,ab-busters,,5,,
9999,24172,alberta-legends,,5,,
9999,24174,naffix,,5,,
9999,24175,omnific,,5,,
9999,24177,dmnb,,5,,
9999,24178,cruxie-s-farmers,,5,,
9999,24179,tall-bois,,5,,
9999,24180,kyros-cloud,,5,,
9999,24181,team-whiff,,5,,
9999,24183,team-issues,,5,,
9999,24184,legit-silver,,5,,
9999,24186,shockwave,,5,,
9999,24187,lo3,,5,,
9999,24189,wolfpack-can,,5,,
9999,24190,arkhe,,5,,
9999,24191,showhigh,,5,,
9999,24192,we-make-history,,5,,
9999,24194,buddha-blasters,,5,,
9999,24195,true-north,,5,,
9999,24196,ezpz-can,,5,,
9999,24197,headshot-demons,,5,,
9999,24199,bszx,,5,,
9999,24200,beast-mode,,5,,
9999,24202,unitedmass-gaming,,5,,
9999,24203,ex-ussr,,5,,
9999,24211,apg-atlas,,5,,
9999,24212,carbon-esports,,5,,
9999,24213,aperture-gaming,,5,,
9999,24214,5love-gaming,,5,,
9999,24215,dje-aci,,5,,
9999,24216,uber-noobs,,5,,
9999,24217,starfactory,,5,,
9999,24218,glory,,5,,
9999,24219,ytg,,5,,
9999,24220,wkg-cs-go,,5,,
9999,24221,esfd,,5,,
9999,24222,e-blue-china,,5,,
9999,24223,fy,,5,,
9999,24224,respect-a,,5,,
9999,24225,scct,,5,,
9999,24226,xtq,,5,,
9999,24227,l-o-r-d,,5,,
9999,24228,akll,,5,,
9999,24230,blackeye,,5,,
9999,24231,team-rapture-play,,5,,
9999,24232,zdm-gaming,,5,,
9999,24233,suck-my-bullets,,5,,
9999,24234,gda-sk-lions,,5,,
9999,24236,csgo-saloon,,5,,
9999,24238,we-re-faboules,,5,,
9999,24241,flipsid3-tactics-za,,5,,
9999,24242,johnny-bravo-s,,5,,
9999,24243,perilous-fury,,5,,
9999,24244,titan-esports,,5,,
9999,24245,doge-esport,,5,,
9999,24246,qh-pulse,,5,,
9999,24247,gold-dick,,5,,
9999,24248,gros-mec,,5,,
9999,24249,florida-revolution,,5,,
9999,24251,vexxed-phoenix,,5,,
9999,24252,team-menace-fi,,5,,
9999,24254,corde,,5,,
9999,24255,gimmesomecandy,,5,,
9999,24256,epiphany,,5,,
9999,24257,alientech-blue,,5,,
9999,24258,infinity-dfekt,,5,,
9999,24259,team-imperio-multimedia,,5,,
9999,24261,team-replay,,5,,
9999,24262,furious,,5,,
9999,24263,nomad,,5,12900,nomads
9999,24264,team-hottentotta,,5,,
9999,24265,m0nster-white,,5,,
9999,24266,v0rtex-5,,5,,
9999,24267,m0nster-kr,,5,,
9999,24268,gehenna-gaming,,5,,
9999,24269,terribilis,,5,,
9999,24270,gehenna,,5,,
9999,24271,team-atrox,,5,,
9999,24272,team-incessant,,5,,
9999,24274,mvp-academy,,5,13287,xp-academy
9999,24275,egnis-kr,,5,,
9999,24281,t-show,,5,,
9999,24282,monumentalis,,5,,
9999,24283,in5amous,,5,,
9999,24284,1-percentz,,5,,
9999,24285,team-pal,,5,,
9999,24289,whisper,,5,,
9999,24291,kappama,,5,,
9999,24292,slightly-different-gaming,,5,,
9999,24293,raiders-es,,5,,
9999,24294,stacked-like-bricks,,5,,
9999,24296,team-fatal-flash,,5,,
9999,24297,lekstuga,,5,,
9999,24298,why-always-me,,5,,
9999,24299,rubycs,,5,,
9999,24300,smazing,,5,,
9999,24302,team-c-swm,,5,,
9999,24303,onestop,,5,,
9999,24304,moral-alliance,,5,,
9999,24307,niceshot,,5,,
9999,24309,trysoft,,5,,
9999,24310,hotncold,,5,,
9999,24311,o-o,,5,,
9999,24314,pokemonfive,,5,,
9999,24315,team33,,5,,
9999,24316,myrevenge-balkan,,5,,
9999,24317,warmonkeys,,5,,
9999,24318,saw-s-team,,5,,
9999,24319,juhogodx-s-team,,5,,
9999,24320,nasu-s-team,,5,,
9999,24321,killu,,5,,
9999,24323,spiritandpower,,5,,
9999,24324,myrevenge-e-v-pl,,5,,
9999,24325,piraci-z-karaibow,,5,,
9999,24326,golden-childen,,5,,
9999,24327,leftovers-cs-go,,5,,
9999,24328,red-instinct-rising-stars,,5,,
9999,24329,above-the-rest,,5,,
9999,24332,monster-zone-gaming,,5,,
9999,24333,gao-fong-esport,,5,,
9999,24334,verythrowgames,,5,,
9999,24335,insomnia-esports,,5,,
9999,24336,vanish-kr,,5,,
9999,24337,alpha-sydney,,5,,
9999,24340,rasta-infused,,5,,
9999,24341,ionic-gg,,5,,
9999,24342,pick-n-mix,,5,,
9999,24343,perilous-csgosphere,,5,,
9999,24344,enemies-in-disbelief,,5,,
9999,24345,winners,,5,,
9999,24349,boomcs,,5,,
9999,24350,team-illusion,,5,,
9999,24357,ilha-da-macacada,,5,,
9999,24358,ballern,,5,,
9999,24359,valfard,,5,,
9999,24360,online1337,,5,,
9999,24361,inetgamer,,5,,
9999,24362,suola,,5,,
9999,24363,sunset-boulevard-cup,,5,,
9999,24364,redbeaks-esports,,5,,
9999,24365,sb-red,,5,,
9999,24366,maver1ck,,5,,
9999,24367,nl-gaming,,5,,
9999,24368,koncsok-maffia,,5,,
9999,24369,new-era-cs-go,,5,,
9999,24370,lotta-lotion,,5,,
9999,24372,recess-no,,5,,
9999,24373,nabbacash,,5,,
9999,24374,kvikksikterne,,5,,
9999,24375,ja,,5,,
9999,24376,billy-hylle,,5,,
9999,24377,rageplay-no,,5,,
9999,24378,skinkerytterne,,5,,
9999,24379,snake-on-the-gathering,,5,,
9999,24380,gg1337,,5,,
9999,24381,asser-gaming,,5,,
9999,24383,venko-gaming,,5,,
9999,24384,sauce-machine,,5,,
9999,24385,team-syrinxx,,5,,
9999,24386,team-bibanator,,5,,
9999,24387,team-ironiehelm,,5,,
9999,24389,in-finity,,5,,
9999,24390,nonnerid,,5,,
9999,24391,csgopoker,,5,,
9999,24392,xpresive-club,,5,,
9999,24393,unbound-fi,,5,,
9999,24394,9tyeight,,5,,
9999,24396,daxz,,5,,
9999,24397,dotastars,,5,,
9999,24401,esport-engine,,5,,
9999,24403,invited,,5,,
9999,24407,creation-5peaks,,5,,
9999,24408,raised-by-wolves,,5,,
9999,24410,unk1nd,,5,,
9999,24412,rushb,,5,,
9999,24413,rgs,,5,,
9999,24415,awesomeguys,,5,,
9999,24418,stronggaming,,5,,
9999,24419,efuture-beijing,,5,,
9999,24423,xym,,5,,
9999,24425,awesomniac,,5,,
9999,24426,3d-fr,,5,,
9999,24427,enemy-intelligence,,5,,
9999,24428,bx3-2,,5,,
9999,24429,homesent,,5,,
9999,24431,exabf4,,5,,
9999,24432,attempt-9,,5,,
9999,24433,dreamon,,5,,
9999,24434,tenaciousgaming,,5,,
9999,24436,dead-element-gaming,,5,,
9999,24438,still-playing-video-games,,5,,
9999,24439,pocketglobe,,5,,
9999,24440,five-deep,,5,,
9999,24441,royal-flush-seven,,5,,
9999,24443,memestars,,5,,
9999,24444,n0-0rg,,5,,
9999,24445,oink-oink,,5,,
9999,24446,leveldown-fr,,5,,
9999,24447,normandy-viking-gaming,,5,,
9999,24448,operation-kino-cs-go,,5,,
9999,24449,remo-brave-e-sports,,5,,
9999,24451,true-esport,,5,,
9999,24452,team-alientech-br,,5,,
9999,24454,ja-vi,,5,,
9999,24456,karnal-mvp,,5,,
9999,24457,deaka,,5,,
9999,24458,eyesight,,5,,
9999,24459,h-mazters,,5,,
9999,24460,last-resort,,5,,
9999,24461,wasps-e-sport,,5,,
9999,24462,szefostwo,,5,,
9999,24465,united,,5,,
9999,24466,cnxa,,5,,
9999,24467,ventus-gaming,,5,,
9999,24468,edenfun-gaming,,5,,
9999,24469,bizon-until-we-tilt,,5,,
9999,24470,girthboys,,5,,
9999,24472,aogiri-tree,,5,,
9999,24473,soulside,,5,,
9999,24474,krypto-gaming,,5,,
9999,24480,zerotp,,5,,
9999,24481,batcat,,5,,
9999,24482,dirty-dildos,,5,,
9999,24483,teet,,5,,
9999,24484,infinity-cs-go,,5,,
9999,24485,rektumriderss,,5,,
9999,24486,black-on-inside,,5,,
9999,24487,fuckin-5,,5,,
9999,24488,to-the-top,,5,,
9999,24490,piter-online,,5,,
9999,24491,ts-netteux,,5,,
9999,24492,obscene-esports,,5,,
9999,24494,motes,,5,,
9999,24495,tortues-ninja,,5,,
9999,24496,raeg,,5,,
9999,24497,ilovetw,,5,,
9999,24498,pentagram,,5,,
9999,24499,shaaveji,,5,,
9999,24500,pro-era,,5,,
9999,24502,animus,,5,,
9999,24503,csmines,,5,,
9999,24506,ymcsw,,5,,
9999,24507,incognito,,5,,
9999,24508,phantoms-esports-club,,5,,
