trade_id,strategy_id,match_id,side,entry_ts,entry_px,entry_mid,entry_fair,entry_band_lo,entry_band_hi,entry_spread_abs,exit_ts,exit_px,exit_reason,hold_minutes,contracts,pnl_price,pnl_$,bankroll_before,bankroll_after,ret_pct_account
5809d48250d1134d,S3_mr_inside_band,1.0,SHORT,2026-02-06T05:28:17,0.85,0.88,0.6685125254149119,0.5621875903384395,0.7678936754050022,0.06,2026-02-06T05:52:08,1.0,match_end,23.85,100,-0.15,-15.000000000000002,2000.0,1985.0,-0.0075
2be66718bd8001d8,S3_mr_inside_band,3.0,SHORT,2026-02-06T11:02:33,0.51,0.53,0.3837230082328619,0.3575786933101407,0.409897449,0.04,2026-02-06T12:19:45,0.12,back_inside_band,77.2,100,0.39,39.0,1985.0,2024.0,0.0196473551637279
efaea14fd22df578,S3_mr_inside_band,4.0,SHORT,2026-02-06T14:13:54,0.66,0.675,0.5370189027081351,0.5020562422966482,0.5710017144375582,0.0299999999999999,2026-02-06T14:23:03,0.57,back_inside_band,9.15,100,0.09,9.000000000000007,2024.0,2033.0,0.0044466403162055
fa8af52ff489bb4e,S3_mr_inside_band,4.0,SHORT,2026-02-06T14:33:54,0.71,0.725,0.5610080502325838,0.524919996,0.5956394938825269,0.03,2026-02-06T14:51:48,0.45,back_inside_band,17.9,100,0.2599999999999999,26.0,2033.0,2059.0,0.0127889818002951
198ac27c25bad818,S3_mr_inside_band,4.0,LONG,2026-02-06T14:55:02,0.33,0.305,0.4349213188889542,0.4074564412655784,0.4625060110175105,0.05,2026-02-06T14:58:00,0.5,back_inside_band,2.966666666666667,100,0.1699999999999999,17.0,2059.0,2076.0,0.0082564351627003
7cab5209a0d02068,S3_mr_inside_band,4.0,SHORT,2026-02-06T15:52:51,0.93,0.94,0.7769038796724953,0.7410120286953454,0.8123248543528588,0.0199999999999999,2026-02-06T15:58:27,1.0,match_end,5.6,100,-0.0699999999999999,-6.999999999999995,2076.0,2069.0,-0.0033718689788053
5b4a682ac1d8a935,S3_mr_inside_band,9.0,SHORT,2026-02-08T02:47:47,0.58,0.6,0.3686518400031427,0.3353352751167315,0.4022846184846116,0.04,2026-02-08T02:53:29,0.39,back_inside_band,5.7,100,0.1899999999999999,19.0,2069.0,2088.0,0.0091831802803286
5ef4d7d1f5773f32,S3_mr_inside_band,9.0,SHORT,2026-02-08T04:16:25,0.48,0.5,0.2901802290641839,0.2110045728250489,0.3729790901455332,0.04,2026-02-08T04:23:14,0.24,back_inside_band,6.816666666666666,100,0.24,24.0,2088.0,2112.0,0.0114942528735632
a18cf8526bf3eafd,S3_mr_inside_band,10.0,SHORT,2026-02-08T09:57:26,0.19,0.205,4.3293107714773187e-10,4.3293107714773187e-10,4.3293107714773187e-10,0.03,2026-02-08T09:57:26,0.0,match_end,0.0,100,0.19,19.0,2112.0,2131.0,0.0089962121212121
83917771be9d2047,S3_mr_inside_band,15.0,SHORT,2026-02-11T10:49:04,0.53,0.55,0.3456323421450176,0.2574370286586416,0.4368104176790189,0.0399999999999999,2026-02-11T10:52:58,0.59,back_inside_band,3.9,100,-0.0599999999999999,-5.999999999999995,2131.0,2125.0,-0.002815579540122
ed334f62505043ea,S3_mr_inside_band,15.0,SHORT,2026-02-11T10:55:06,0.64,0.6699999999999999,0.2959204240299484,0.2096178071543903,0.3864007263193256,0.0599999999999999,2026-02-11T10:58:13,0.78,back_inside_band,3.1166666666666667,100,-0.14,-14.000000000000002,2125.0,2111.0,-0.0065882352941176
647d2ba3f896b5b0,S3_mr_inside_band,15.0,SHORT,2026-02-11T11:00:17,0.82,0.835,0.5896091124257873,0.4969656615307282,0.6805615144879731,0.03,2026-02-11T11:06:44,1.0,match_end,6.45,100,-0.18,-18.000000000000004,2111.0,2093.0,-0.0085267645665561
adef5f4e42f2a614,S3_mr_inside_band,16.0,SHORT,2026-02-11T11:16:55,0.81,0.8300000000000001,0.4899535310414787,0.3678528658819913,0.6123885429404015,0.0399999999999999,2026-02-11T11:20:15,0.85,back_inside_band,3.333333333333333,100,-0.0399999999999999,-3.999999999999993,2093.0,2089.0,-0.0019111323459149
a255b7a14ea6148b,S3_mr_inside_band,21.0,LONG,2026-02-14T01:31:48,0.66,0.645,0.8190197291854585,0.7671845994140782,0.8688845346269712,0.03,2026-02-14T01:44:14,0.74,back_inside_band,12.433333333333334,100,0.0799999999999999,7.9999999999999964,2089.0,2097.0,0.0038295835327908
9c298e9a44f30a6f,S3_mr_inside_band,21.0,LONG,2026-02-14T02:26:01,0.51,0.495,0.6322014468161077,0.6089626599618029,0.6558500045774629,0.03,2026-02-14T02:31:23,0.48,back_inside_band,5.366666666666666,100,-0.03,-3.0000000000000027,2097.0,2094.0,-0.0014306151645207
4bddbf6028eb7906,S3_mr_inside_band,24.0,SHORT,2026-02-14T09:37:02,0.47,0.49,0.3312477217414985,0.2828292779287336,0.3819838348647329,0.04,2026-02-14T09:46:57,0.6,back_inside_band,9.916666666666666,100,-0.13,-13.0,2094.0,2081.0,-0.0062082139446036
f30d83d095819e41,S3_mr_inside_band,24.0,SHORT,2026-02-14T10:40:54,0.34,0.36,0.024739540493557,0.01193914865023,0.0396076493678251,0.0399999999999999,2026-02-14T10:41:17,0.38,back_inside_band,0.3833333333333333,100,-0.0399999999999999,-3.9999999999999982,2081.0,2077.0,-0.0019221528111484
9afd47914bdd7c2e,S3_mr_inside_band,23.0,LONG,2026-02-16T01:15:56,0.18,0.175,0.3847832823628914,0.3296590509583761,0.4366268869996601,0.0099999999999999,2026-02-16T02:01:09,0.43,back_inside_band,45.21666666666667,100,0.25,25.0,2077.0,2102.0,0.0120365912373615
a86aa2c53edf6581,S3_mr_inside_band,23.0,LONG,2026-02-16T03:03:18,0.1,0.085,0.285269193234879,0.2387951078900511,0.3328892331458847,0.03,2026-02-16T03:11:24,0.21,back_inside_band,8.1,100,0.1099999999999999,10.999999999999998,2102.0,2113.0,0.0052331113225499
7aa3888c3ec1ecf7,S3_mr_inside_band,23.0,LONG,2026-02-16T03:18:18,0.36,0.3399999999999999,0.5411534299335,0.4867091580742309,0.5953394263671126,0.0399999999999999,2026-02-16T03:23:07,0.0,match_end,4.816666666666666,100,-0.36,-36.0,2113.0,2077.0,-0.0170373876005679
49923d79ca0809b6,S3_mr_inside_band,24.0,LONG,2026-02-16T03:49:20,0.07,0.06,0.5311172192721029,0.4896153883084589,0.5734463174603837,0.02,2026-02-16T03:49:47,0.65,back_inside_band,0.45,100,0.5800000000000001,58.00000000000001,2077.0,2135.0,0.0279248916706788
e8b5783da90d27a7,S3_mr_inside_band,24.0,LONG,2026-02-16T05:59:05,0.4,0.385,0.6825793146853548,0.6014157079758413,0.7608514638980115,0.03,2026-02-16T06:04:32,0.74,back_inside_band,5.45,100,0.3399999999999999,34.0,2135.0,2169.0,0.0159250585480093
001abed085d992e7,S3_mr_inside_band,24.0,LONG,2026-02-16T06:32:06,0.41,0.4,0.5770840317448211,0.5213397540367415,0.6323141586363858,0.0199999999999999,2026-02-16T06:34:17,0.72,back_inside_band,2.183333333333333,100,0.31,31.0,2169.0,2200.0,0.0142923005993545
97532ab992ee2d1a,S3_mr_inside_band,25.0,LONG,2026-02-16T10:08:25,0.44,0.42,0.6086212020714972,0.5796239579438329,0.6374074684397383,0.0399999999999999,2026-02-16T10:17:23,0.64,back_inside_band,8.966666666666667,100,0.2,20.0,2200.0,2220.0,0.009090909090909
6c666125cac560b8,S3_mr_inside_band,25.0,LONG,2026-02-16T10:45:41,0.53,0.52,0.6555459194557763,0.6235437010084045,0.6888270462732374,0.02,2026-02-16T11:10:52,0.44,back_inside_band,25.183333333333334,100,-0.09,-9.000000000000002,2220.0,2211.0,-0.004054054054054
946b102eac08c41f,S3_mr_inside_band,25.0,LONG,2026-02-16T11:37:23,0.21,0.19,0.3793777612933073,0.3002204396986149,0.4602995771215602,0.0399999999999999,2026-02-16T11:44:31,0.45,back_inside_band,7.133333333333334,100,0.24,24.000000000000004,2211.0,2235.0,0.010854816824966
268afbe35c593741,S3_mr_inside_band,25.0,LONG,2026-02-16T11:55:26,0.46,0.45,0.6779076842041387,0.589706547099272,0.7627948868495846,0.02,2026-02-16T12:19:27,0.0,match_end,24.016666666666666,100,-0.46,-46.0,2235.0,2189.0,-0.0205816554809843
3444044afdb37440,S3_mr_inside_band,27.0,SHORT,2026-02-17T04:39:12,0.67,0.675,0.4390716929920751,0.3818413151987414,0.4925170244305062,0.01,2026-02-17T04:41:57,0.68,back_inside_band,2.75,100,-0.01,-1.0000000000000009,2189.0,2188.0,-0.0004568296025582
236098b0526c2f63,S3_mr_inside_band,28.0,SHORT,2026-02-17T09:22:29,0.4,0.42,0.2709386977730731,0.237374067730769,0.3032860773904493,0.0399999999999999,2026-02-17T09:32:39,0.18,back_inside_band,10.166666666666666,100,0.22,22.000000000000004,2188.0,2210.0,0.0100548446069469
7e977ce0933c6bc1,S3_mr_inside_band,28.0,SHORT,2026-02-17T11:20:07,0.5,0.505,1e-09,1e-09,1e-09,0.01,2026-02-17T11:20:07,0.0,match_end,0.0,100,0.5,50.0,2210.0,2260.0,0.0226244343891402
5f86f5fa321804f1,S3_mr_inside_band,29.0,SHORT,2026-02-20T01:15:17,0.58,0.59,0.396354373419789,0.3137492783181183,0.4756894841351209,0.02,2026-02-20T02:17:05,0.68,back_inside_band,61.8,100,-0.1,-10.000000000000009,2260.0,2250.0,-0.0044247787610619
e1870b7e84f3a598,S3_mr_inside_band,29.0,LONG,2026-02-20T03:05:35,0.31,0.28,0.5316175626407299,0.4292058662142474,0.633307736429011,0.06,2026-02-20T03:14:20,0.0,match_end,8.75,100,-0.31,-31.0,2250.0,2219.0,-0.0137777777777777
5595f6b9ab3f2609,S3_mr_inside_band,30.0,SHORT,2026-02-20T05:39:12,0.6,0.62,0.4706500601887766,0.4229935770617622,0.5145860302499455,0.04,2026-02-20T06:00:43,0.68,back_inside_band,21.516666666666666,100,-0.08,-8.000000000000007,2219.0,2211.0,-0.0036052275799909
b40c6343e373dadf,S3_mr_inside_band,31.0,SHORT,2026-02-20T11:46:27,0.49,0.495,0.3205712802976879,0.2485452511192354,0.3928282929083223,0.01,2026-02-20T11:53:19,0.4,back_inside_band,6.866666666666666,100,0.0899999999999999,8.999999999999996,2211.0,2220.0,0.0040705563093622
1452819c22bd8217,S3_mr_inside_band,31.0,SHORT,2026-02-20T12:33:28,0.65,0.6699999999999999,0.5321498631250032,0.4961735489015984,0.5659114235911836,0.0399999999999999,2026-02-20T12:38:11,0.7,back_inside_band,4.716666666666667,100,-0.0499999999999999,-4.999999999999993,2220.0,2215.0,-0.0022522522522522
dbb53f2a9589f05a,S3_mr_inside_band,31.0,LONG,2026-02-20T13:20:41,0.07,0.055,0.2393563132126994,0.1658917960007698,0.3172829284599688,0.03,2026-02-20T13:33:15,0.0,match_end,12.566666666666666,100,-0.07,-7.000000000000001,2215.0,2208.0,-0.0031602708803611
12b595669fc14906,S3_mr_inside_band,110432.0,LONG,2026-02-21T01:59:06,0.83,0.81,0.9999999995333828,0.9999999995333828,0.9999999995333828,0.0399999999999999,2026-02-21T02:24:52,0.85,back_inside_band,25.766666666666666,100,0.02,2.0000000000000018,2208.0,2210.0,0.0009057971014492
7146526bd006b387,S3_mr_inside_band,111136.0,LONG,2026-02-21T14:14:59,0.39,0.375,0.6121080242676048,0.5580614195146875,0.6639656910403091,0.03,2026-02-21T14:37:02,0.29,back_inside_band,22.05,100,-0.1,-10.000000000000004,2210.0,2200.0,-0.004524886877828
e8fc6be0b6491129,S3_mr_inside_band,110904.0,LONG,2026-02-22T03:37:56,0.39,0.385,0.5500000000000003,0.4851965647803085,0.6141746844412311,0.01,2026-02-22T03:38:39,0.385,match_end_no_result,0.7166666666666667,100,-0.005,-0.5000000000000004,2200.0,2199.5,-0.0002272727272727
42844fb69a4d2060,S3_mr_inside_band,111338.0,LONG,2026-02-22T03:39:04,0.39,0.385,0.5500000000000003,0.4851965647803085,0.6141746844412311,0.01,2026-02-22T03:39:15,0.38,back_inside_band,0.1833333333333333,100,-0.01,-1.0000000000000009,2199.5,2198.5,-0.0004546487838145
2e064b26625a75e3,S3_mr_inside_band,109932.0,LONG,2026-02-22T04:04:36,0.44,0.425,0.5189671010536374,0.5359435961947823,0.6234223023717517,0.03,2026-02-22T04:08:16,0.49,back_inside_band,3.6666666666666665,100,0.0499999999999999,4.999999999999999,2198.5,2203.5,0.0022742779167614
89b0fa730f7af530,S3_mr_inside_band,111626.0,LONG,2026-02-22T06:25:56,0.39,0.365,0.8124814186048536,0.7789935972270308,0.8758132754599478,0.0499999999999999,2026-02-22T06:26:36,0.63,back_inside_band,0.6666666666666666,100,0.24,24.0,2203.5,2227.5,0.0108917631041524
9a3675d766e68114,S3_mr_inside_band,109933.0,SHORT,2026-02-22T08:33:10,0.48,0.5,0.4104067482418829,0.0978228078938766,0.212850136273052,0.04,2026-02-22T08:33:18,0.52,back_inside_band,0.1333333333333333,100,-0.04,-4.000000000000004,2227.5,2223.5,-0.0017957351290684
